国家,
2008/9/10,22.77
2008/9/11,23.07
2008/9/12,23.9
2008/9/13,#N/A
2008/9/14,#N/A
2008/9/15,23.03
2008/9/16,22.91
2008/9/17,23.25
2008/9/18,23.78
2008/9/19,24.68
2008/9/20,#N/A
2008/9/21,#N/A
2008/9/22,24.85
2008/9/23,25.06
2008/9/24,24.65
2008/9/25,24.67
2008/9/26,24.45
2008/9/27,#N/A
2008/9/28,#N/A
2008/9/29,23.19
2008/9/30,22.35
2008/10/1,22.83
2008/10/2,23.14
2008/10/3,23.07
2008/10/4,#N/A
2008/10/5,#N/A
2008/10/6,22.08
2008/10/7,22.25
2008/10/8,21.81
2008/10/9,22.5
2008/10/10,22.04
2008/10/11,#N/A
2008/10/12,#N/A
2008/10/13,22.84
2008/10/14,23.29
2008/10/15,22.82
2008/10/16,21.91
2008/10/17,21.68
2008/10/18,#N/A
2008/10/19,#N/A
2008/10/20,21.8
2008/10/21,21.25
2008/10/22,19.9
2008/10/23,20.19
2008/10/24,19.14
2008/10/25,#N/A
2008/10/26,#N/A
2008/10/27,17.87
2008/10/28,17.63
2008/10/29,18.45
2008/10/30,18.12
2008/10/31,17.94
2008/11/1,#N/A
2008/11/2,#N/A
2008/11/3,18.25
2008/11/4,18.94
2008/11/5,18.54
2008/11/6,18.2
2008/11/7,18.69
2008/11/8,#N/A
2008/11/9,#N/A
2008/11/10,18.51
2008/11/11,17.94
2008/11/12,17.95
2008/11/13,17.95
2008/11/14,17.43
2008/11/15,#N/A
2008/11/16,#N/A
2008/11/17,17.03
2008/11/18,16.55
2008/11/19,16.33
2008/11/20,14.92
2008/11/21,15.03
2008/11/22,#N/A
2008/11/23,#N/A
2008/11/24,15.86
2008/11/25,15.76
2008/11/26,15.63
2008/11/27,16.31
2008/11/28,15.52
2008/11/29,#N/A
2008/11/30,#N/A
2008/12/1,15.53
2008/12/2,15.36
2008/12/3,15.22
2008/12/4,14.82
2008/12/5,13.72
2008/12/6,#N/A
2008/12/7,#N/A
2008/12/8,14.45
2008/12/9,14.28
2008/12/10,14.37
2008/12/11,14.86
2008/12/12,14.88
2008/12/13,#N/A
2008/12/14,#N/A
2008/12/15,15.3
2008/12/16,15.93
2008/12/17,15.95
2008/12/18,15.73
2008/12/19,15.74
2008/12/20,#N/A
2008/12/21,#N/A
2008/12/22,16.07
2008/12/23,15.81
2008/12/24,15.75
2008/12/25,#N/A
2008/12/26,#N/A
2008/12/27,#N/A
2008/12/28,#N/A
2008/12/29,15.81
2008/12/30,16.02
2008/12/31,15.9
2009/1/1,#N/A
2009/1/2,15.55
2009/1/3,#N/A
2009/1/4,#N/A
2009/1/5,15.38
2009/1/6,15.69
2009/1/7,15.45
2009/1/8,14.76
2009/1/9,14.44
2009/1/10,#N/A
2009/1/11,#N/A
2009/1/12,13.94
2009/1/13,13.78
2009/1/14,13.28
2009/1/15,13.25
2009/1/16,12.6
2009/1/17,#N/A
2009/1/18,#N/A
2009/1/19,11.63
2009/1/20,11.51
2009/1/21,11.5
2009/1/22,11.7
2009/1/23,11.67
2009/1/24,#N/A
2009/1/25,#N/A
2009/1/26,12.11
2009/1/27,11.91
2009/1/28,11.74
2009/1/29,11.88
2009/1/30,11.85
2009/1/31,#N/A
2009/2/1,#N/A
2009/2/2,11.29
2009/2/3,10.61
2009/2/4,10.43
2009/2/5,10.2
2009/2/6,10.07
2009/2/7,#N/A
2009/2/8,#N/A
2009/2/9,10.05
2009/2/10,9.33
2009/2/11,8.49
2009/2/12,8.2
2009/2/13,8.63
2009/2/14,#N/A
2009/2/15,#N/A
2009/2/16,8.4
2009/2/17,8.64
2009/2/18,9.68
2009/2/19,10.81
2009/2/20,9.97
2009/2/21,#N/A
2009/2/22,#N/A
2009/2/23,9.64
2009/2/24,9.36
2009/2/25,9.74
2009/2/26,10.6
2009/2/27,10.09
2009/2/28,#N/A
2009/3/1,#N/A
2009/3/2,10.06
2009/3/3,10.98
2009/3/4,11.64
2009/3/5,11.29
2009/3/6,10.83
2009/3/7,#N/A
2009/3/8,#N/A
2009/3/9,11.65
2009/3/10,12.01
2009/3/11,11.69
2009/3/12,11.87
2009/3/13,12.29
2009/3/14,#N/A
2009/3/15,#N/A
2009/3/16,12.58
2009/3/17,12.96
2009/3/18,12.42
2009/3/19,11.77
2009/3/20,11.28
2009/3/21,#N/A
2009/3/22,#N/A
2009/3/23,11.94
2009/3/24,11.27
2009/3/25,10.63
2009/3/26,10.95
2009/3/27,11.19
2009/3/28,#N/A
2009/3/29,#N/A
2009/3/30,11.2
2009/3/31,11.75
2009/4/1,12.22
2009/4/2,12.14
2009/4/3,12.52
2009/4/4,#N/A
2009/4/5,#N/A
2009/4/6,12.71
2009/4/7,12.41
2009/4/8,12.79
2009/4/9,13.39
2009/4/10,#N/A
2009/4/11,#N/A
2009/4/12,#N/A
2009/4/13,#N/A
2009/4/14,14.25
2009/4/15,13.93
2009/4/16,13.93
2009/4/17,13.81
2009/4/18,#N/A
2009/4/19,#N/A
2009/4/20,13.13
2009/4/21,13.22
2009/4/22,13.57
2009/4/23,13.44
2009/4/24,13.74
2009/4/25,#N/A
2009/4/26,#N/A
2009/4/27,13.61
2009/4/28,13.44
2009/4/29,13.73
2009/4/30,14.26
2009/5/1,14.4
2009/5/2,#N/A
2009/5/3,#N/A
2009/5/4,14.78
2009/5/5,14.17
2009/5/6,14.6
2009/5/7,14.85
2009/5/8,15.55
2009/5/9,#N/A
2009/5/10,#N/A
2009/5/11,15.87
2009/5/12,15.11
2009/5/13,14.73
2009/5/14,14.44
2009/5/15,14.08
2009/5/16,#N/A
2009/5/17,#N/A
2009/5/18,14.38
2009/5/19,14.63
2009/5/20,15.21
2009/5/21,15
2009/5/22,15.17
2009/5/23,#N/A
2009/5/24,#N/A
2009/5/25,#N/A
2009/5/26,15.01
2009/5/27,15.22
2009/5/28,15.17
2009/5/29,14.91
2009/5/30,#N/A
2009/5/31,#N/A
2009/6/1,15.17
2009/6/2,14.96
2009/6/3,14.29
2009/6/4,14.22
2009/6/5,14.12
2009/6/6,#N/A
2009/6/7,#N/A
2009/6/8,13.36
2009/6/9,13.19
2009/6/10,13.32
2009/6/11,13.42
2009/6/12,13.05
2009/6/13,#N/A
2009/6/14,#N/A
2009/6/15,12.39
2009/6/16,12.96
2009/6/17,12.93
2009/6/18,12.89
2009/6/19,13.35
2009/6/20,#N/A
2009/6/21,#N/A
2009/6/22,12.95
2009/6/23,13.02
2009/6/24,13.32
2009/6/25,13.47
2009/6/26,13.4
2009/6/27,#N/A
2009/6/28,#N/A
2009/6/29,13.56
2009/6/30,13.26
2009/7/1,13.24
2009/7/2,13.1
2009/7/3,13.03
2009/7/4,#N/A
2009/7/5,#N/A
2009/7/6,13.05
2009/7/7,13.17
2009/7/8,13.42
2009/7/9,13.8
2009/7/10,14
2009/7/11,#N/A
2009/7/12,#N/A
2009/7/13,14.68
2009/7/14,14.26
2009/7/15,14.51
2009/7/16,14.53
2009/7/17,14.09
2009/7/18,#N/A
2009/7/19,#N/A
2009/7/20,14.16
2009/7/21,14.48
2009/7/22,14.39
2009/7/23,14.43
2009/7/24,14.31
2009/7/25,#N/A
2009/7/26,#N/A
2009/7/27,14.13
2009/7/28,13.8
2009/7/29,13.61
2009/7/30,13.74
2009/7/31,13.71
2009/8/1,#N/A
2009/8/2,#N/A
2009/8/3,14.41
2009/8/4,14.61
2009/8/5,14.34
2009/8/6,14.35
2009/8/7,14.32
2009/8/8,#N/A
2009/8/9,#N/A
2009/8/10,14.2
2009/8/11,14.18
2009/8/12,14.36
2009/8/13,14.35
2009/8/14,14.39
2009/8/15,#N/A
2009/8/16,#N/A
2009/8/17,14.5
2009/8/18,14.78
2009/8/19,14.93
2009/8/20,15.14
2009/8/21,15.4
2009/8/22,#N/A
2009/8/23,#N/A
2009/8/24,15.22
2009/8/25,15.21
2009/8/26,15.21
2009/8/27,15.17
2009/8/28,15.2
2009/8/29,#N/A
2009/8/30,#N/A
2009/8/31,14.93
2009/9/1,14.79
2009/9/2,15.06
2009/9/3,15.37
2009/9/4,15.21
2009/9/5,#N/A
2009/9/6,#N/A
2009/9/7,15.33
2009/9/8,15.45
2009/9/9,15.16
2009/9/10,15.09
2009/9/11,14.57
2009/9/12,#N/A
2009/9/13,#N/A
2009/9/14,13.9
2009/9/15,14.28
2009/9/16,14.07
2009/9/17,13.62
2009/9/18,13.65
2009/9/19,#N/A
2009/9/20,#N/A
2009/9/21,13.97
2009/9/22,13.74
2009/9/23,13.34
2009/9/24,12.79
2009/9/25,13.1
2009/9/26,#N/A
2009/9/27,#N/A
2009/9/28,13.51
2009/9/29,13.1
2009/9/30,13.36
2009/10/1,13.22
2009/10/2,13.05
2009/10/3,#N/A
2009/10/4,#N/A
2009/10/5,13.12
2009/10/6,13.73
2009/10/7,13.61
2009/10/8,13.42
2009/10/9,13.78
2009/10/10,#N/A
2009/10/11,#N/A
2009/10/12,14.28
2009/10/13,14.32
2009/10/14,14.44
2009/10/15,14.22
2009/10/16,14.14
2009/10/17,#N/A
2009/10/18,#N/A
2009/10/19,14.44
2009/10/20,14.58
2009/10/21,14.97
2009/10/22,14.46
2009/10/23,14.39
2009/10/24,#N/A
2009/10/25,#N/A
2009/10/26,14.34
2009/10/27,14.26
2009/10/28,14.24
2009/10/29,14.75
2009/10/30,14.54
2009/10/31,#N/A
2009/11/1,#N/A
2009/11/2,14.54
2009/11/3,14.39
2009/11/4,14.36
2009/11/5,14.37
2009/11/6,13.97
2009/11/7,#N/A
2009/11/8,#N/A
2009/11/9,13.87
2009/11/10,13.72
2009/11/11,13.52
2009/11/12,13.31
2009/11/13,13.41
2009/11/14,#N/A
2009/11/15,#N/A
2009/11/16,13.74
2009/11/17,13.35
2009/11/18,13.5
2009/11/19,13.39
2009/11/20,13.07
2009/11/21,#N/A
2009/11/22,#N/A
2009/11/23,13.1
2009/11/24,12.63
2009/11/25,12.88
2009/11/26,12.93
2009/11/27,13.18
2009/11/28,#N/A
2009/11/29,#N/A
2009/11/30,13.14
2009/12/1,13.49
2009/12/2,13.57
2009/12/3,13.85
2009/12/4,14.12
2009/12/5,#N/A
2009/12/6,#N/A
2009/12/7,14.76
2009/12/8,14.09
2009/12/9,14.17
2009/12/10,14.17
2009/12/11,14.36
2009/12/12,#N/A
2009/12/13,#N/A
2009/12/14,14.37
2009/12/15,14.61
2009/12/16,14.36
2009/12/17,13.61
2009/12/18,13.58
2009/12/19,#N/A
2009/12/20,#N/A
2009/12/21,12.45
2009/12/22,12.71
2009/12/23,13
2009/12/24,12.74
2009/12/25,#N/A
2009/12/26,#N/A
2009/12/27,#N/A
2009/12/28,#N/A
2009/12/29,12.66
2009/12/30,12.7
2009/12/31,12.53
2010/1/1,#N/A
2010/1/2,#N/A
2010/1/3,#N/A
2010/1/4,13.09
2010/1/5,12.7
2010/1/6,12.41
2010/1/7,12.73
2010/1/8,13
2010/1/9,#N/A
2010/1/10,#N/A
2010/1/11,13.18
2010/1/12,12.87
2010/1/13,13.09
2010/1/14,13.6
2010/1/15,13.34
2010/1/16,#N/A
2010/1/17,#N/A
2010/1/18,13.71
2010/1/19,13.81
2010/1/20,13.37
2010/1/21,13.25
2010/1/22,13.13
2010/1/23,#N/A
2010/1/24,#N/A
2010/1/25,13.45
2010/1/26,13.61
2010/1/27,13.4
2010/1/28,13.14
2010/1/29,12.86
2010/1/30,#N/A
2010/1/31,#N/A
2010/2/1,12.72
2010/2/2,12.74
2010/2/3,12.75
2010/2/4,13.22
2010/2/5,13.27
2010/2/6,#N/A
2010/2/7,#N/A
2010/2/8,13.75
2010/2/9,13.55
2010/2/10,13.26
2010/2/11,13.19
2010/2/12,12.95
2010/2/13,#N/A
2010/2/14,#N/A
2010/2/15,13.13
2010/2/16,13.31
2010/2/17,12.91
2010/2/18,12.96
2010/2/19,12.52
2010/2/20,#N/A
2010/2/21,#N/A
2010/2/22,12.78
2010/2/23,12.73
2010/2/24,13.06
2010/2/25,12.9
2010/2/26,13
2010/2/27,#N/A
2010/2/28,#N/A
2010/3/1,13.33
2010/3/2,13.3
2010/3/3,13.54
2010/3/4,13.12
2010/3/5,13.3
2010/3/6,#N/A
2010/3/7,#N/A
2010/3/8,13.1
2010/3/9,13.13
2010/3/10,13.23
2010/3/11,12.99
2010/3/12,12.9
2010/3/13,#N/A
2010/3/14,#N/A
2010/3/15,13.09
2010/3/16,12.98
2010/3/17,13.04
2010/3/18,13.11
2010/3/19,13.12
2010/3/20,#N/A
2010/3/21,#N/A
2010/3/22,13.14
2010/3/23,12.92
2010/3/24,12.78
2010/3/25,12.66
2010/3/26,12.92
2010/3/27,#N/A
2010/3/28,#N/A
2010/3/29,12.77
2010/3/30,12.84
2010/3/31,12.83
2010/4/1,13.09
2010/4/2,#N/A
2010/4/3,#N/A
2010/4/4,#N/A
2010/4/5,#N/A
2010/4/6,13.44
2010/4/7,13.53
2010/4/8,13.56
2010/4/9,13.7
2010/4/10,#N/A
2010/4/11,#N/A
2010/4/12,13.71
2010/4/13,13.7
2010/4/14,14.22
2010/4/15,14.15
2010/4/16,14.42
2010/4/17,#N/A
2010/4/18,#N/A
2010/4/19,14.56
2010/4/20,14.71
2010/4/21,14.66
2010/4/22,14.66
2010/4/23,14.95
2010/4/24,#N/A
2010/4/25,#N/A
2010/4/26,15.59
2010/4/27,15.25
2010/4/28,14.98
2010/4/29,15.35
2010/4/30,15.94
2010/5/1,#N/A
2010/5/2,#N/A
2010/5/3,16.52
2010/5/4,15.92
2010/5/5,16
2010/5/6,16.19
2010/5/7,15.54
2010/5/8,#N/A
2010/5/9,#N/A
2010/5/10,15.26
2010/5/11,15.69
2010/5/12,15.74
2010/5/13,15.82
2010/5/14,15.65
2010/5/15,#N/A
2010/5/16,#N/A
2010/5/17,15.1
2010/5/18,15.29
2010/5/19,14.72
2010/5/20,14.7
2010/5/21,14.85
2010/5/22,#N/A
2010/5/23,#N/A
2010/5/24,15.42
2010/5/25,15.2
2010/5/26,15.7
2010/5/27,15.49
2010/5/28,15.11
2010/5/29,#N/A
2010/5/30,#N/A
2010/5/31,#N/A
2010/6/1,15.14
2010/6/2,15.27
2010/6/3,15.26
2010/6/4,15.34
2010/6/5,#N/A
2010/6/6,#N/A
2010/6/7,15.22
2010/6/8,15.69
2010/6/9,15.76
2010/6/10,15.46
2010/6/11,15.62
2010/6/12,#N/A
2010/6/13,#N/A
2010/6/14,15.88
2010/6/15,15.79
2010/6/16,15.57
2010/6/17,15.71
2010/6/18,15.77
2010/6/19,#N/A
2010/6/20,#N/A
2010/6/21,15.84
2010/6/22,15.34
2010/6/23,15.37
2010/6/24,15.25
2010/6/25,15.42
2010/6/26,#N/A
2010/6/27,#N/A
2010/6/28,15.43
2010/6/29,15.22
2010/6/30,15.26
2010/7/1,15.25
2010/7/2,15.36
2010/7/3,#N/A
2010/7/4,#N/A
2010/7/5,15.39
2010/7/6,15.18
2010/7/7,14.85
2010/7/8,14.4
2010/7/9,14.65
2010/7/10,#N/A
2010/7/11,#N/A
2010/7/12,14.07
2010/7/13,13.85
2010/7/14,14.01
2010/7/15,13.95
2010/7/16,14.26
2010/7/17,#N/A
2010/7/18,#N/A
2010/7/19,14.56
2010/7/20,14.23
2010/7/21,13.94
2010/7/22,14.25
2010/7/23,14.01
2010/7/24,#N/A
2010/7/25,#N/A
2010/7/26,13.53
2010/7/27,13.72
2010/7/28,13.76
2010/7/29,14.02
2010/7/30,14.15
2010/7/31,#N/A
2010/8/1,#N/A
2010/8/2,14.49
2010/8/3,14.43
2010/8/4,14.33
2010/8/5,14.34
2010/8/6,14.23
2010/8/7,#N/A
2010/8/8,#N/A
2010/8/9,14.57
2010/8/10,14.5
2010/8/11,14.4
2010/8/12,14.43
2010/8/13,14.49
2010/8/14,#N/A
2010/8/15,#N/A
2010/8/16,14.41
2010/8/17,14.49
2010/8/18,14.4
2010/8/19,14.92
2010/8/20,15.07
2010/8/21,#N/A
2010/8/22,#N/A
2010/8/23,14.82
2010/8/24,14.96
2010/8/25,15.39
2010/8/26,15.26
2010/8/27,15.29
2010/8/28,#N/A
2010/8/29,#N/A
2010/8/30,15.46
2010/8/31,15.27
2010/9/1,15.39
2010/9/2,15.78
2010/9/3,15.74
2010/9/4,#N/A
2010/9/5,#N/A
2010/9/6,15.72
2010/9/7,15.74
2010/9/8,15.61
2010/9/9,15.51
2010/9/10,15.28
2010/9/11,#N/A
2010/9/12,#N/A
2010/9/13,15.3
2010/9/14,15.27
2010/9/15,15.42
2010/9/16,15.26
2010/9/17,15.31
2010/9/18,#N/A
2010/9/19,#N/A
2010/9/20,15.02
2010/9/21,14.91
2010/9/22,15.03
2010/9/23,14.89
2010/9/24,15.3
2010/9/25,#N/A
2010/9/26,#N/A
2010/9/27,15.39
2010/9/28,15.67
2010/9/29,15.65
2010/9/30,15.41
2010/10/1,15.36
2010/10/2,#N/A
2010/10/3,#N/A
2010/10/4,15.27
2010/10/5,15.57
2010/10/6,15.57
2010/10/7,15.47
2010/10/8,15.57
2010/10/9,#N/A
2010/10/10,#N/A
2010/10/11,15.84
2010/10/12,15.75
2010/10/13,15.63
2010/10/14,15.54
2010/10/15,15.45
2010/10/16,#N/A
2010/10/17,#N/A
2010/10/18,15.38
2010/10/19,15.03
2010/10/20,15.15
2010/10/21,14.86
2010/10/22,15.07
2010/10/23,#N/A
2010/10/24,#N/A
2010/10/25,15.16
2010/10/26,15
2010/10/27,15.1
2010/10/28,14.91
2010/10/29,14.63
2010/10/30,#N/A
2010/10/31,#N/A
2010/11/1,14.69
2010/11/2,14.71
2010/11/3,14.69
2010/11/4,14.38
2010/11/5,14.51
2010/11/6,#N/A
2010/11/7,#N/A
2010/11/8,14.24
2010/11/9,14.3
2010/11/10,14.49
2010/11/11,14.84
2010/11/12,14.9
2010/11/13,#N/A
2010/11/14,#N/A
2010/11/15,15.11
2010/11/16,14.63
2010/11/17,14.88
2010/11/18,14.94
2010/11/19,14.96
2010/11/20,#N/A
2010/11/21,#N/A
2010/11/22,15.08
2010/11/23,15.02
2010/11/24,15.15
2010/11/25,15.08
2010/11/26,15.08
2010/11/27,#N/A
2010/11/28,#N/A
2010/11/29,14.95
2010/11/30,14.76
2010/12/1,14.84
2010/12/2,14.67
2010/12/3,14.75
2010/12/4,#N/A
2010/12/5,#N/A
2010/12/6,14.87
2010/12/7,14.79
2010/12/8,14.67
2010/12/9,14.53
2010/12/10,14.59
2010/12/11,#N/A
2010/12/12,#N/A
2010/12/13,14.53
2010/12/14,14.46
2010/12/15,14.34
2010/12/16,14.26
2010/12/17,13.98
2010/12/18,#N/A
2010/12/19,#N/A
2010/12/20,13.9
2010/12/21,13.96
2010/12/22,14.1
2010/12/23,13.86
2010/12/24,13.87
2010/12/25,#N/A
2010/12/26,#N/A
2010/12/27,13.87
2010/12/28,13.87
2010/12/29,14.06
2010/12/30,13.94
2010/12/31,14.02
2011/1/1,#N/A
2011/1/2,#N/A
2011/1/3,14.02
2011/1/4,14.21
2011/1/5,14.31
2011/1/6,14.47
2011/1/7,14.41
2011/1/8,#N/A
2011/1/9,#N/A
2011/1/10,14.01
2011/1/11,14.09
2011/1/12,14.03
2011/1/13,14.06
2011/1/14,14.27
2011/1/15,#N/A
2011/1/16,#N/A
2011/1/17,14.34
2011/1/18,14.39
2011/1/19,14.16
2011/1/20,14.15
2011/1/21,14.26
2011/1/22,#N/A
2011/1/23,#N/A
2011/1/24,14.37
2011/1/25,14.68
2011/1/26,14.69
2011/1/27,14.51
2011/1/28,14.54
2011/1/29,#N/A
2011/1/30,#N/A
2011/1/31,14.76
2011/2/1,14.64
2011/2/2,14.76
2011/2/3,14.47
2011/2/4,14.49
2011/2/5,#N/A
2011/2/6,#N/A
2011/2/7,14.42
2011/2/8,14.49
2011/2/9,14.46
2011/2/10,14.47
2011/2/11,14.67
2011/2/12,#N/A
2011/2/13,#N/A
2011/2/14,14.67
2011/2/15,14.57
2011/2/16,14.46
2011/2/17,14.59
2011/2/18,14.63
2011/2/19,#N/A
2011/2/20,#N/A
2011/2/21,15.04
2011/2/22,15.02
2011/2/23,14.96
2011/2/24,15.05
2011/2/25,15.21
2011/2/26,#N/A
2011/2/27,#N/A
2011/2/28,15.3
2011/3/1,15.28
2011/3/2,15.2
2011/3/3,15.17
2011/3/4,15.5
2011/3/5,#N/A
2011/3/6,#N/A
2011/3/7,15.39
2011/3/8,15.31
2011/3/9,15.36
2011/3/10,15.3
2011/3/11,15.3
2011/3/12,#N/A
2011/3/13,#N/A
2011/3/14,16.02
2011/3/15,16.67
2011/3/16,16.71
2011/3/17,16.28
2011/3/18,16.76
2011/3/19,#N/A
2011/3/20,#N/A
2011/3/21,16.35
2011/3/22,16.42
2011/3/23,16.42
2011/3/24,16.06
2011/3/25,16.33
2011/3/26,#N/A
2011/3/27,#N/A
2011/3/28,16.79
2011/3/29,16.69
2011/3/30,16.66
2011/3/31,16.88
2011/4/1,16.75
2011/4/2,#N/A
2011/4/3,#N/A
2011/4/4,16.83
2011/4/5,16.62
2011/4/6,16.74
2011/4/7,16.58
2011/4/8,16.6
2011/4/9,#N/A
2011/4/10,#N/A
2011/4/11,16.36
2011/4/12,16.2
2011/4/13,16.25
2011/4/14,16.38
2011/4/15,16.69
2011/4/16,#N/A
2011/4/17,#N/A
2011/4/18,16.3
2011/4/19,16.41
2011/4/20,16.62
2011/4/21,16.5
2011/4/22,#N/A
2011/4/23,#N/A
2011/4/24,#N/A
2011/4/25,16.5
2011/4/26,16.52
2011/4/27,16.61
2011/4/28,16.77
2011/4/29,16.7
2011/4/30,#N/A
2011/5/1,#N/A
2011/5/2,17.03
2011/5/3,16.81
2011/5/4,16.7
2011/5/5,16.58
2011/5/6,16.66
2011/5/7,#N/A
2011/5/8,#N/A
2011/5/9,16.63
2011/5/10,16.56
2011/5/11,16.44
2011/5/12,16.52
2011/5/13,16.38
2011/5/14,#N/A
2011/5/15,#N/A
2011/5/16,16.55
2011/5/17,16.21
2011/5/18,16.19
2011/5/19,16.11
2011/5/20,15.99
2011/5/21,#N/A
2011/5/22,#N/A
2011/5/23,15.81
2011/5/24,16.05
2011/5/25,16.05
2011/5/26,16.05
2011/5/27,16.6
2011/5/28,#N/A
2011/5/29,#N/A
2011/5/30,16.6
2011/5/31,16.69
2011/6/1,16.51
2011/6/2,16.46
2011/6/3,16.53
2011/6/4,#N/A
2011/6/5,#N/A
2011/6/6,16.39
2011/6/7,16.35
2011/6/8,16.21
2011/6/9,16.38
2011/6/10,16.37
2011/6/11,#N/A
2011/6/12,#N/A
2011/6/13,16.4
2011/6/14,16.21
2011/6/15,15.98
2011/6/16,15.82
2011/6/17,15.4
2011/6/18,#N/A
2011/6/19,#N/A
2011/6/20,15.02
2011/6/21,14.55
2011/6/22,14.54
2011/6/23,13.15
2011/6/24,12.07
2011/6/25,#N/A
2011/6/26,#N/A
2011/6/27,12.76
2011/6/28,13.32
2011/6/29,12.83
2011/6/30,13.36
2011/7/1,13.11
2011/7/2,#N/A
2011/7/3,#N/A
2011/7/4,13.24
2011/7/5,13.38
2011/7/6,13.01
2011/7/7,12.85
2011/7/8,12.54
2011/7/9,#N/A
2011/7/10,#N/A
2011/7/11,11.94
2011/7/12,12.25
2011/7/13,11.84
2011/7/14,12.15
2011/7/15,12.26
2011/7/16,#N/A
2011/7/17,#N/A
2011/7/18,12.08
2011/7/19,12.25
2011/7/20,12.64
2011/7/21,12.95
2011/7/22,12.84
2011/7/23,#N/A
2011/7/24,#N/A
2011/7/25,12.79
2011/7/26,12.75
2011/7/27,12.28
2011/7/28,12.37
2011/7/29,12.11
2011/7/30,#N/A
2011/7/31,#N/A
2011/8/1,11.88
2011/8/2,11.61
2011/8/3,11.3
2011/8/4,11.17
2011/8/5,10.58
2011/8/6,#N/A
2011/8/7,#N/A
2011/8/8,10.62
2011/8/9,11.3
2011/8/10,11.47
2011/8/11,12.13
2011/8/12,12.33
2011/8/13,#N/A
2011/8/14,#N/A
2011/8/15,12.34
2011/8/16,12.25
2011/8/17,12.67
2011/8/18,12.2
2011/8/19,12.36
2011/8/20,#N/A
2011/8/21,#N/A
2011/8/22,12.43
2011/8/23,12.78
2011/8/24,13.03
2011/8/25,12.88
2011/8/26,13.05
2011/8/27,#N/A
2011/8/28,#N/A
2011/8/29,13.18
2011/8/30,13.38
2011/8/31,12.84
2011/9/1,12.8
2011/9/2,12.51
2011/9/3,#N/A
2011/9/4,#N/A
2011/9/5,12.29
2011/9/6,12.09
2011/9/7,12.34
2011/9/8,12.16
2011/9/9,11.79
2011/9/10,#N/A
2011/9/11,#N/A
2011/9/12,11.81
2011/9/13,11.94
2011/9/14,12.13
2011/9/15,12.28
2011/9/16,12.06
2011/9/17,#N/A
2011/9/18,#N/A
2011/9/19,11.72
2011/9/20,11.82
2011/9/21,11.72
2011/9/22,11.25
2011/9/23,11.27
2011/9/24,#N/A
2011/9/25,#N/A
2011/9/26,10.81
2011/9/27,10.74
2011/9/28,10.42
2011/9/29,10.85
2011/9/30,10.66
2011/10/1,#N/A
2011/10/2,#N/A
2011/10/3,10.09
2011/10/4,10.02
2011/10/5,10.15
2011/10/6,10.4
2011/10/7,10.4
2011/10/8,#N/A
2011/10/9,#N/A
2011/10/10,10.66
2011/10/11,10.61
2011/10/12,10.64
2011/10/13,10.24
2011/10/14,10.36
2011/10/15,#N/A
2011/10/16,#N/A
2011/10/17,10.29
2011/10/18,10.25
2011/10/19,9.97
2011/10/20,10.14
2011/10/21,10.31
2011/10/22,#N/A
2011/10/23,#N/A
2011/10/24,10.49
2011/10/25,10.36
2011/10/26,10.07
2011/10/27,10.38
2011/10/28,10.37
2011/10/29,#N/A
2011/10/30,#N/A
2011/10/31,10.12
2011/11/1,9.85
2011/11/2,9.47
2011/11/3,9.66
2011/11/4,9.39
2011/11/5,#N/A
2011/11/6,#N/A
2011/11/7,9.93
2011/11/8,10.07
2011/11/9,9.87
2011/11/10,9.8
2011/11/11,10.11
2011/11/12,#N/A
2011/11/13,#N/A
2011/11/14,10.04
2011/11/15,10.01
2011/11/16,9.85
2011/11/17,9.63
2011/11/18,9.33
2011/11/19,#N/A
2011/11/20,#N/A
2011/11/21,8.88
2011/11/22,9.08
2011/11/23,8.42
2011/11/24,7.86
2011/11/25,7.69
2011/11/26,#N/A
2011/11/27,#N/A
2011/11/28,7.97
2011/11/29,7.98
2011/11/30,8.35
2011/12/1,7.93
2011/12/2,7.82
2011/12/3,#N/A
2011/12/4,#N/A
2011/12/5,7.31
2011/12/6,7.32
2011/12/7,7.21
2011/12/8,7.64
2011/12/9,7.84
2011/12/10,#N/A
2011/12/11,#N/A
2011/12/12,7.54
2011/12/13,7.03
2011/12/14,6.45
2011/12/15,6.77
2011/12/16,6.75
2011/12/17,#N/A
2011/12/18,#N/A
2011/12/19,6.98
2011/12/20,8.54
2011/12/21,7.98
2011/12/22,7.71
2011/12/23,7.85
2011/12/24,#N/A
2011/12/25,#N/A
2011/12/26,#N/A
2011/12/27,#N/A
2011/12/28,7.42
2011/12/29,6.91
2011/12/30,6.97
2011/12/31,#N/A
2012/1/1,#N/A
2012/1/2,#N/A
2012/1/3,6.28
2012/1/4,6.27
2012/1/5,6.43
2012/1/6,6.3
2012/1/7,#N/A
2012/1/8,#N/A
2012/1/9,6.51
2012/1/10,6.84
2012/1/11,6.75
2012/1/12,6.92
2012/1/13,6.73
2012/1/14,#N/A
2012/1/15,#N/A
2012/1/16,6.47
2012/1/17,6.48
2012/1/18,6.61
2012/1/19,7.07
2012/1/20,7.02
2012/1/21,#N/A
2012/1/22,#N/A
2012/1/23,6.86
2012/1/24,7.26
2012/1/25,7.33
2012/1/26,7.49
2012/1/27,7.97
2012/1/28,#N/A
2012/1/29,#N/A
2012/1/30,7.55
2012/1/31,7.84
2012/2/1,8.26
