国家,美国
1999/4/17,#N/A
1999/4/18,#N/A
1999/4/19,2.169
1999/4/20,2.144
1999/4/21,2.174
1999/4/22,2.225
1999/4/23,2.226
1999/4/24,#N/A
1999/4/25,#N/A
1999/4/26,2.299
1999/4/27,2.331
1999/4/28,2.348
1999/4/29,2.339
1999/4/30,2.253
1999/5/1,#N/A
1999/5/2,#N/A
1999/5/3,2.311
1999/5/4,2.359
1999/5/5,2.359
1999/5/6,2.295
1999/5/7,2.273
1999/5/8,#N/A
1999/5/9,#N/A
1999/5/10,2.302
1999/5/11,2.236
1999/5/12,2.191
1999/5/13,2.282
1999/5/14,2.288
1999/5/15,#N/A
1999/5/16,#N/A
1999/5/17,2.343
1999/5/18,2.262
1999/5/19,2.254
1999/5/20,2.218
1999/5/21,2.225
1999/5/22,#N/A
1999/5/23,#N/A
1999/5/24,2.176
1999/5/25,2.2
1999/5/26,2.226
1999/5/27,2.282
1999/5/28,2.358
1999/5/29,#N/A
1999/5/30,#N/A
1999/5/31,#N/A
1999/6/1,2.343
1999/6/2,2.407
1999/6/3,2.397
1999/6/4,2.437
1999/6/5,#N/A
1999/6/6,#N/A
1999/6/7,2.442
1999/6/8,2.393
1999/6/9,2.46
1999/6/10,2.355
1999/6/11,2.378
1999/6/12,#N/A
1999/6/13,#N/A
1999/6/14,2.372
1999/6/15,2.367
1999/6/16,2.327
1999/6/17,2.285
1999/6/18,2.308
1999/6/19,#N/A
1999/6/20,#N/A
1999/6/21,2.237
1999/6/22,2.238
1999/6/23,2.264
1999/6/24,2.295
1999/6/25,2.258
1999/6/26,#N/A
1999/6/27,#N/A
1999/6/28,2.262
1999/6/29,2.4
1999/6/30,2.394
1999/7/1,2.309
1999/7/2,2.287
1999/7/3,#N/A
1999/7/4,#N/A
1999/7/5,#N/A
1999/7/6,2.191
1999/7/7,2.141
1999/7/8,2.162
1999/7/9,2.163
1999/7/10,#N/A
1999/7/11,#N/A
1999/7/12,2.144
1999/7/13,2.176
1999/7/14,2.146
1999/7/15,2.179
1999/7/16,2.187
1999/7/17,#N/A
1999/7/18,#N/A
1999/7/19,2.207
1999/7/20,2.198
1999/7/21,2.253
1999/7/22,2.395
1999/7/23,2.528
1999/7/24,#N/A
1999/7/25,#N/A
1999/7/26,2.542
1999/7/27,2.574
1999/7/28,2.601
1999/7/29,2.569
1999/7/30,2.543
1999/7/31,#N/A
1999/8/1,#N/A
1999/8/2,2.575
1999/8/3,2.598
1999/8/4,2.642
1999/8/5,2.647
1999/8/6,2.698
1999/8/7,#N/A
1999/8/8,#N/A
1999/8/9,2.721
1999/8/10,2.748
1999/8/11,2.704
1999/8/12,2.723
1999/8/13,2.745
1999/8/14,#N/A
1999/8/15,#N/A
1999/8/16,2.7
1999/8/17,2.708
1999/8/18,2.792
1999/8/19,2.898
1999/8/20,2.938
1999/8/21,#N/A
1999/8/22,#N/A
1999/8/23,3.064
1999/8/24,3.059
1999/8/25,3.03
1999/8/26,2.948
1999/8/27,2.912
1999/8/28,#N/A
1999/8/29,#N/A
1999/8/30,2.969
1999/8/31,2.825
1999/9/1,2.737
1999/9/2,2.471
1999/9/3,2.561
1999/9/4,#N/A
1999/9/5,#N/A
1999/9/6,#N/A
1999/9/7,2.677
1999/9/8,2.612
1999/9/9,2.851
1999/9/10,2.801
1999/9/11,#N/A
1999/9/12,#N/A
1999/9/13,2.781
1999/9/14,2.636
1999/9/15,2.628
1999/9/16,2.546
1999/9/17,2.608
1999/9/18,#N/A
1999/9/19,#N/A
1999/9/20,2.519
1999/9/21,2.427
1999/9/22,2.426
1999/9/23,2.697
1999/9/24,2.63
1999/9/25,#N/A
1999/9/26,#N/A
1999/9/27,2.632
1999/9/28,2.56
1999/9/29,2.824
1999/9/30,2.744
1999/10/1,2.793
1999/10/2,#N/A
1999/10/3,#N/A
1999/10/4,2.625
1999/10/5,2.586
1999/10/6,2.601
1999/10/7,2.642
1999/10/8,2.692
1999/10/9,#N/A
1999/10/10,#N/A
1999/10/11,2.825
1999/10/12,2.927
1999/10/13,2.97
1999/10/14,2.834
1999/10/15,2.975
1999/10/16,#N/A
1999/10/17,#N/A
1999/10/18,2.92
1999/10/19,3.007
1999/10/20,2.978
1999/10/21,3.064
1999/10/22,3.072
1999/10/23,#N/A
1999/10/24,#N/A
1999/10/25,3.016
1999/10/26,3.011
1999/10/27,3.092
1999/10/28,2.965
1999/10/29,2.961
1999/10/30,#N/A
1999/10/31,#N/A
1999/11/1,2.914
1999/11/2,2.837
1999/11/3,2.873
1999/11/4,2.826
1999/11/5,2.884
1999/11/6,#N/A
1999/11/7,#N/A
1999/11/8,2.665
1999/11/9,2.643
1999/11/10,2.657
1999/11/11,2.522
1999/11/12,2.649
1999/11/13,#N/A
1999/11/14,#N/A
1999/11/15,2.524
1999/11/16,2.451
1999/11/17,2.456
1999/11/18,2.496
1999/11/19,2.434
1999/11/20,#N/A
1999/11/21,#N/A
1999/11/22,2.197
1999/11/23,2.189
1999/11/24,2.12
1999/11/25,#N/A
1999/11/26,#N/A
1999/11/27,#N/A
1999/11/28,#N/A
1999/11/29,2.352
1999/11/30,2.304
1999/12/1,2.393
1999/12/2,2.461
1999/12/3,2.331
1999/12/4,#N/A
1999/12/5,#N/A
1999/12/6,2.224
1999/12/7,2.271
1999/12/8,2.288
1999/12/9,2.285
1999/12/10,2.446
1999/12/11,#N/A
1999/12/12,#N/A
1999/12/13,2.509
1999/12/14,2.585
1999/12/15,2.486
1999/12/16,2.636
1999/12/17,2.655
1999/12/18,#N/A
1999/12/19,#N/A
1999/12/20,2.629
1999/12/21,2.522
1999/12/22,2.444
1999/12/23,2.399
1999/12/24,#N/A
1999/12/25,#N/A
1999/12/26,#N/A
1999/12/27,2.271
1999/12/28,2.344
1999/12/29,2.394
1999/12/30,2.329
1999/12/31,#N/A
2000/1/1,#N/A
2000/1/2,#N/A
2000/1/3,#N/A
2000/1/4,2.176
2000/1/5,2.168
2000/1/6,2.196
2000/1/7,2.173
2000/1/8,#N/A
2000/1/9,#N/A
2000/1/10,2.216
2000/1/11,2.26
2000/1/12,2.244
2000/1/13,2.252
2000/1/14,2.322
2000/1/15,#N/A
2000/1/16,#N/A
2000/1/17,#N/A
2000/1/18,2.383
2000/1/19,2.417
2000/1/20,2.559
2000/1/21,2.485
2000/1/22,#N/A
2000/1/23,#N/A
2000/1/24,2.528
2000/1/25,2.616
2000/1/26,2.523
2000/1/27,2.61
2000/1/28,2.532
2000/1/29,#N/A
2000/1/30,#N/A
2000/1/31,2.662
2000/2/1,2.699
2000/2/2,2.759
2000/2/3,2.659
2000/2/4,2.742
2000/2/5,#N/A
2000/2/6,#N/A
2000/2/7,2.562
2000/2/8,2.495
2000/2/9,2.54
2000/2/10,2.592
2000/2/11,2.57
2000/2/12,#N/A
2000/2/13,#N/A
2000/2/14,2.541
2000/2/15,2.618
2000/2/16,2.564
2000/2/17,2.667
2000/2/18,2.633
2000/2/19,#N/A
2000/2/20,#N/A
2000/2/21,#N/A
2000/2/22,2.515
2000/2/23,2.53
2000/2/24,2.549
2000/2/25,2.603
2000/2/26,#N/A
2000/2/27,#N/A
2000/2/28,2.686
2000/2/29,2.761
2000/3/1,2.815
2000/3/2,2.783
2000/3/3,2.825
2000/3/4,#N/A
2000/3/5,#N/A
2000/3/6,2.85
2000/3/7,2.799
2000/3/8,2.71
2000/3/9,2.786
2000/3/10,2.774
2000/3/11,#N/A
2000/3/12,#N/A
2000/3/13,2.86
2000/3/14,2.809
2000/3/15,2.866
2000/3/16,2.851
2000/3/17,2.785
2000/3/18,#N/A
2000/3/19,#N/A
2000/3/20,2.714
2000/3/21,2.751
2000/3/22,2.794
2000/3/23,2.847
2000/3/24,2.836
2000/3/25,#N/A
2000/3/26,#N/A
2000/3/27,2.914
2000/3/28,2.963
2000/3/29,2.9
2000/3/30,2.873
2000/3/31,2.945
2000/4/1,#N/A
2000/4/2,#N/A
2000/4/3,2.889
2000/4/4,2.822
2000/4/5,2.888
2000/4/6,2.956
2000/4/7,2.971
2000/4/8,#N/A
2000/4/9,#N/A
2000/4/10,2.971
2000/4/11,2.949
2000/4/12,3.021
2000/4/13,3.087
2000/4/14,3.078
2000/4/15,#N/A
2000/4/16,#N/A
2000/4/17,3.158
2000/4/18,3.098
2000/4/19,3.055
2000/4/20,3.073
2000/4/21,#N/A
2000/4/22,#N/A
2000/4/23,#N/A
2000/4/24,3.137
2000/4/25,3.11
2000/4/26,3.089
2000/4/27,3.055
2000/4/28,3.141
2000/4/29,#N/A
2000/4/30,#N/A
2000/5/1,3.216
2000/5/2,3.217
2000/5/3,3.126
2000/5/4,3.107
2000/5/5,3.025
2000/5/6,#N/A
2000/5/7,#N/A
2000/5/8,3.17
2000/5/9,3.183
2000/5/10,3.317
2000/5/11,3.352
2000/5/12,3.354
2000/5/13,#N/A
2000/5/14,#N/A
2000/5/15,3.396
2000/5/16,3.448
2000/5/17,3.689
2000/5/18,3.71
2000/5/19,3.825
2000/5/20,#N/A
2000/5/21,#N/A
2000/5/22,3.747
2000/5/23,3.814
2000/5/24,4.073
2000/5/25,4.236
2000/5/26,4.406
2000/5/27,#N/A
2000/5/28,#N/A
2000/5/29,#N/A
2000/5/30,4.354
2000/5/31,4.356
2000/6/1,4.064
2000/6/2,4.043
2000/6/3,#N/A
2000/6/4,#N/A
2000/6/5,4.398
2000/6/6,4.294
2000/6/7,3.945
2000/6/8,4.133
2000/6/9,4.16
2000/6/10,#N/A
2000/6/11,#N/A
2000/6/12,4.212
2000/6/13,4.158
2000/6/14,4.256
2000/6/15,4.463
2000/6/16,4.488
2000/6/17,#N/A
2000/6/18,#N/A
2000/6/19,4.063
2000/6/20,4.107
2000/6/21,4.378
2000/6/22,4.551
2000/6/23,4.448
2000/6/24,#N/A
2000/6/25,#N/A
2000/6/26,4.56
2000/6/27,4.686
2000/6/28,4.369
2000/6/29,4.423
2000/6/30,4.476
2000/7/1,#N/A
2000/7/2,#N/A
2000/7/3,#N/A
2000/7/4,#N/A
2000/7/5,4.109
2000/7/6,4.066
2000/7/7,4.262
2000/7/8,#N/A
2000/7/9,#N/A
2000/7/10,4.228
2000/7/11,4.257
2000/7/12,4.031
2000/7/13,4.166
2000/7/14,4.15
2000/7/15,#N/A
2000/7/16,#N/A
2000/7/17,4.002
2000/7/18,4.044
2000/7/19,3.884
2000/7/20,3.86
2000/7/21,3.834
2000/7/22,#N/A
2000/7/23,#N/A
2000/7/24,3.715
2000/7/25,3.66
2000/7/26,3.763
2000/7/27,3.82
2000/7/28,3.845
2000/7/29,#N/A
2000/7/30,#N/A
2000/7/31,3.774
2000/8/1,3.987
2000/8/2,4.214
2000/8/3,4.25
2000/8/4,4.296
2000/8/5,#N/A
2000/8/6,#N/A
2000/8/7,4.348
2000/8/8,4.409
2000/8/9,4.419
2000/8/10,4.468
2000/8/11,4.475
2000/8/12,#N/A
2000/8/13,#N/A
2000/8/14,4.318
2000/8/15,4.234
2000/8/16,4.413
2000/8/17,4.406
2000/8/18,4.436
2000/8/19,#N/A
2000/8/20,#N/A
2000/8/21,4.747
2000/8/22,4.52
2000/8/23,4.605
2000/8/24,4.54
2000/8/25,4.628
2000/8/26,#N/A
2000/8/27,#N/A
2000/8/28,4.685
2000/8/29,4.618
2000/8/30,4.801
2000/8/31,4.782
2000/9/1,4.835
2000/9/2,#N/A
2000/9/3,#N/A
2000/9/4,#N/A
2000/9/5,4.95
2000/9/6,5.071
2000/9/7,4.998
2000/9/8,4.88
2000/9/9,#N/A
2000/9/10,#N/A
2000/9/11,5.011
2000/9/12,5.008
2000/9/13,5.055
2000/9/14,5.195
2000/9/15,5.206
2000/9/16,#N/A
2000/9/17,#N/A
2000/9/18,5.295
2000/9/19,5.363
2000/9/20,5.318
2000/9/21,5.287
2000/9/22,5.131
2000/9/23,#N/A
2000/9/24,#N/A
2000/9/25,5.276
2000/9/26,5.324
2000/9/27,5.312
2000/9/28,5.124
2000/9/29,5.186
2000/9/30,#N/A
2000/10/1,#N/A
2000/10/2,5.352
2000/10/3,5.348
2000/10/4,5.29
2000/10/5,5.152
2000/10/6,5.008
2000/10/7,#N/A
2000/10/8,#N/A
2000/10/9,5.15
2000/10/10,5.134
2000/10/11,5.508
2000/10/12,5.63
2000/10/13,5.537
2000/10/14,#N/A
2000/10/15,#N/A
2000/10/16,5.364
2000/10/17,5.439
2000/10/18,5.228
2000/10/19,4.951
2000/10/20,4.937
2000/10/21,#N/A
2000/10/22,#N/A
2000/10/23,5.072
2000/10/24,4.82
2000/10/25,4.659
2000/10/26,4.664
2000/10/27,4.541
2000/10/28,#N/A
2000/10/29,#N/A
2000/10/30,4.485
2000/10/31,4.49
2000/11/1,4.686
2000/11/2,4.76
2000/11/3,4.931
2000/11/4,#N/A
2000/11/5,#N/A
2000/11/6,4.849
2000/11/7,5.081
2000/11/8,5.338
2000/11/9,5.445
2000/11/10,5.456
2000/11/11,#N/A
2000/11/12,#N/A
2000/11/13,5.698
2000/11/14,6.016
2000/11/15,6.265
2000/11/16,5.798
2000/11/17,6.1
2000/11/18,#N/A
2000/11/19,#N/A
2000/11/20,6.249
2000/11/21,6.408
2000/11/22,6.577
2000/11/23,#N/A
2000/11/24,#N/A
2000/11/25,#N/A
2000/11/26,#N/A
2000/11/27,6.368
2000/11/28,6.016
2000/11/29,6.181
2000/11/30,6.589
2000/12/1,6.673
2000/12/2,#N/A
2000/12/3,#N/A
2000/12/4,7.433
2000/12/5,7.384
2000/12/6,8.485
2000/12/7,8.373
2000/12/8,8.584
2000/12/9,#N/A
2000/12/10,#N/A
2000/12/11,9.413
2000/12/12,8.145
2000/12/13,7.537
2000/12/14,7.413
2000/12/15,8.396
2000/12/16,#N/A
2000/12/17,#N/A
2000/12/18,8.527
2000/12/19,9.102
2000/12/20,9.326
2000/12/21,9.83
2000/12/22,9.579
2000/12/23,#N/A
2000/12/24,#N/A
2000/12/25,#N/A
2000/12/26,9.805
2000/12/27,9.978
2000/12/28,9.263
2000/12/29,9.775
2000/12/30,#N/A
2000/12/31,#N/A
2001/1/1,#N/A
2001/1/2,8.364
2001/1/3,8.189
2001/1/4,8.966
2001/1/5,9.261
2001/1/6,#N/A
2001/1/7,#N/A
2001/1/8,9.689
2001/1/9,9.819
2001/1/10,9.128
2001/1/11,8.708
2001/1/12,8.472
2001/1/13,#N/A
2001/1/14,#N/A
2001/1/15,#N/A
2001/1/16,8.103
2001/1/17,6.909
2001/1/18,7.136
2001/1/19,7.459
2001/1/20,#N/A
2001/1/21,#N/A
2001/1/22,7.457
2001/1/23,6.946
2001/1/24,7.115
2001/1/25,7.27
2001/1/26,7.256
2001/1/27,#N/A
2001/1/28,#N/A
2001/1/29,6.293
2001/1/30,6.097
2001/1/31,5.707
2001/2/1,6.38
2001/2/2,6.743
2001/2/3,#N/A
2001/2/4,#N/A
2001/2/5,5.706
2001/2/6,5.764
2001/2/7,6.235
2001/2/8,6.158
2001/2/9,6.21
2001/2/10,#N/A
2001/2/11,#N/A
2001/2/12,5.821
2001/2/13,6.019
2001/2/14,5.518
2001/2/15,5.594
2001/2/16,5.568
2001/2/17,#N/A
2001/2/18,#N/A
2001/2/19,#N/A
2001/2/20,5.278
2001/2/21,5.146
2001/2/22,5.142
2001/2/23,5.131
2001/2/24,#N/A
2001/2/25,#N/A
2001/2/26,4.998
2001/2/27,5.279
2001/2/28,5.236
2001/3/1,5.186
2001/3/2,5.27
2001/3/3,#N/A
2001/3/4,#N/A
2001/3/5,5.336
2001/3/6,5.315
2001/3/7,5.35
2001/3/8,5.285
2001/3/9,5.072
2001/3/10,#N/A
2001/3/11,#N/A
2001/3/12,5.159
2001/3/13,5.006
2001/3/14,4.911
2001/3/15,4.927
2001/3/16,5.035
2001/3/17,#N/A
2001/3/18,#N/A
2001/3/19,5.063
2001/3/20,5.287
2001/3/21,5.041
2001/3/22,5.212
2001/3/23,5.273
2001/3/24,#N/A
2001/3/25,#N/A
2001/3/26,5.322
2001/3/27,5.621
2001/3/28,5.384
2001/3/29,5.274
2001/3/30,5.025
2001/3/31,#N/A
2001/4/1,#N/A
2001/4/2,5.103
2001/4/3,5.115
2001/4/4,5.182
2001/4/5,5.422
2001/4/6,5.388
2001/4/7,#N/A
2001/4/8,#N/A
2001/4/9,5.477
2001/4/10,5.559
2001/4/11,5.385
2001/4/12,5.381
2001/4/13,#N/A
2001/4/14,#N/A
2001/4/15,#N/A
2001/4/16,5.516
2001/4/17,5.248
2001/4/18,5.148
2001/4/19,5.101
2001/4/20,5.128
2001/4/21,#N/A
2001/4/22,#N/A
2001/4/23,5.125
2001/4/24,5.078
2001/4/25,4.981
2001/4/26,4.891
2001/4/27,4.867
2001/4/28,#N/A
2001/4/29,#N/A
2001/4/30,4.695
2001/5/1,4.641
2001/5/2,4.483
2001/5/3,4.527
2001/5/4,4.49
2001/5/5,#N/A
2001/5/6,#N/A
2001/5/7,4.239
2001/5/8,4.279
2001/5/9,4.202
2001/5/10,4.348
2001/5/11,4.278
2001/5/12,#N/A
2001/5/13,#N/A
2001/5/14,4.394
2001/5/15,4.653
2001/5/16,4.298
2001/5/17,4.248
2001/5/18,4.291
2001/5/19,#N/A
2001/5/20,#N/A
2001/5/21,4.113
2001/5/22,4.123
2001/5/23,4.113
2001/5/24,4.054
2001/5/25,3.973
2001/5/26,#N/A
2001/5/27,#N/A
2001/5/28,#N/A
2001/5/29,3.738
2001/5/30,3.981
2001/5/31,3.914
2001/6/1,3.93
2001/6/2,#N/A
2001/6/3,#N/A
2001/6/4,4.069
2001/6/5,3.892
2001/6/6,3.801
2001/6/7,3.79
2001/6/8,3.922
2001/6/9,#N/A
2001/6/10,#N/A
2001/6/11,4.179
2001/6/12,4.301
2001/6/13,4.112
2001/6/14,4.038
2001/6/15,3.979
2001/6/16,#N/A
2001/6/17,#N/A
2001/6/18,3.939
2001/6/19,3.981
2001/6/20,3.734
2001/6/21,3.747
2001/6/22,3.742
2001/6/23,#N/A
2001/6/24,#N/A
2001/6/25,3.446
2001/6/26,3.397
2001/6/27,3.182
2001/6/28,3.28
2001/6/29,3.096
2001/6/30,#N/A
2001/7/1,#N/A
2001/7/2,3.117
2001/7/3,3.201
2001/7/4,#N/A
2001/7/5,3.136
2001/7/6,3.218
2001/7/7,#N/A
2001/7/8,#N/A
2001/7/9,3.153
2001/7/10,3.282
2001/7/11,3.342
2001/7/12,3.428
2001/7/13,3.25
2001/7/14,#N/A
2001/7/15,#N/A
2001/7/16,3.068
2001/7/17,3.165
2001/7/18,3.087
2001/7/19,2.939
2001/7/20,2.955
2001/7/21,#N/A
2001/7/22,#N/A
2001/7/23,2.978
2001/7/24,2.97
2001/7/25,3.276
2001/7/26,3.128
2001/7/27,3.167
2001/7/28,#N/A
2001/7/29,#N/A
2001/7/30,3.353
2001/7/31,3.296
2001/8/1,3.081
2001/8/2,3.192
2001/8/3,2.971
2001/8/4,#N/A
2001/8/5,#N/A
2001/8/6,3.027
2001/8/7,2.971
2001/8/8,3.036
2001/8/9,2.956
2001/8/10,3.04
2001/8/11,#N/A
2001/8/12,#N/A
2001/8/13,2.999
2001/8/14,3.094
2001/8/15,3.468
2001/8/16,3.367
2001/8/17,3.303
2001/8/18,#N/A
2001/8/19,#N/A
2001/8/20,3.187
2001/8/21,3.166
2001/8/22,2.848
2001/8/23,2.811
2001/8/24,2.706
2001/8/25,#N/A
2001/8/26,#N/A
2001/8/27,2.544
2001/8/28,2.415
2001/8/29,2.415
2001/8/30,2.395
2001/8/31,2.38
2001/9/1,#N/A
2001/9/2,#N/A
2001/9/3,#N/A
2001/9/4,2.359
2001/9/5,2.42
2001/9/6,2.44
2001/9/7,2.5
2001/9/8,#N/A
2001/9/9,#N/A
2001/9/10,2.392
2001/9/11,2.418
2001/9/12,#N/A
2001/9/13,#N/A
2001/9/14,2.552
2001/9/15,#N/A
2001/9/16,#N/A
2001/9/17,2.369
2001/9/18,2.225
2001/9/19,2.102
2001/9/20,2.137
2001/9/21,2.103
2001/9/22,#N/A
2001/9/23,#N/A
2001/9/24,1.91
2001/9/25,1.925
2001/9/26,1.83
2001/9/27,2.253
2001/9/28,2.244
2001/9/29,#N/A
2001/9/30,#N/A
2001/10/1,2.208
2001/10/2,2.268
2001/10/3,2.32
2001/10/4,2.414
2001/10/5,2.227
2001/10/6,#N/A
2001/10/7,#N/A
2001/10/8,2.27
2001/10/9,2.388
2001/10/10,2.48
2001/10/11,2.531
2001/10/12,2.43
2001/10/13,#N/A
2001/10/14,#N/A
2001/10/15,2.378
2001/10/16,2.592
2001/10/17,2.418
2001/10/18,2.486
2001/10/19,2.681
2001/10/20,#N/A
2001/10/21,#N/A
2001/10/22,2.807
2001/10/23,2.681
2001/10/24,2.981
2001/10/25,2.938
2001/10/26,3.041
2001/10/27,#N/A
2001/10/28,#N/A
2001/10/29,3.202
2001/10/30,3.183
2001/10/31,3.291
2001/11/1,3.29
2001/11/2,3.248
2001/11/3,#N/A
2001/11/4,#N/A
2001/11/5,2.922
2001/11/6,2.88
2001/11/7,2.87
2001/11/8,2.96
2001/11/9,2.925
2001/11/10,#N/A
2001/11/11,#N/A
2001/11/12,2.733
2001/11/13,2.798
2001/11/14,2.676
2001/11/15,2.551
2001/11/16,2.637
2001/11/17,#N/A
2001/11/18,#N/A
2001/11/19,2.791
2001/11/20,2.852
2001/11/21,2.813
2001/11/22,#N/A
2001/11/23,#N/A
2001/11/24,#N/A
2001/11/25,#N/A
2001/11/26,2.696
2001/11/27,2.606
2001/11/28,2.316
2001/11/29,2.561
2001/11/30,2.701
2001/12/1,#N/A
2001/12/2,#N/A
2001/12/3,2.634
2001/12/4,2.563
2001/12/5,2.491
2001/12/6,2.565
2001/12/7,2.568
2001/12/8,#N/A
2001/12/9,#N/A
2001/12/10,2.747
2001/12/11,2.803
2001/12/12,2.719
2001/12/13,2.756
2001/12/14,2.846
2001/12/15,#N/A
2001/12/16,#N/A
2001/12/17,2.686
2001/12/18,2.657
2001/12/19,2.616
2001/12/20,2.686
2001/12/21,2.895
2001/12/22,#N/A
2001/12/23,#N/A
2001/12/24,#N/A
2001/12/25,#N/A
2001/12/26,2.911
2001/12/27,2.555
2001/12/28,2.774
2001/12/29,#N/A
2001/12/30,#N/A
2001/12/31,2.57
2002/1/1,#N/A
2002/1/2,2.465
2002/1/3,2.268
2002/1/4,2.275
2002/1/5,#N/A
2002/1/6,#N/A
2002/1/7,2.272
2002/1/8,2.281
2002/1/9,2.228
2002/1/10,2.185
2002/1/11,2.204
2002/1/12,#N/A
2002/1/13,#N/A
2002/1/14,2.25
2002/1/15,2.291
2002/1/16,2.394
2002/1/17,2.254
2002/1/18,2.236
2002/1/19,#N/A
2002/1/20,#N/A
2002/1/21,#N/A
2002/1/22,2.106
2002/1/23,2.076
2002/1/24,2.048
2002/1/25,2.037
2002/1/26,#N/A
2002/1/27,#N/A
2002/1/28,1.908
2002/1/29,2.006
2002/1/30,2.08
2002/1/31,2.138
2002/2/1,2.138
2002/2/2,#N/A
2002/2/3,#N/A
2002/2/4,2.117
2002/2/5,2.074
2002/2/6,2.101
2002/2/7,2.15
2002/2/8,2.191
2002/2/9,#N/A
2002/2/10,#N/A
2002/2/11,2.286
2002/2/12,2.305
2002/2/13,2.245
2002/2/14,2.186
2002/2/15,2.206
2002/2/16,#N/A
2002/2/17,#N/A
2002/2/18,#N/A
2002/2/19,2.397
2002/2/20,2.385
2002/2/21,2.425
2002/2/22,2.449
2002/2/23,#N/A
2002/2/24,#N/A
2002/2/25,2.307
2002/2/26,2.388
2002/2/27,2.427
2002/2/28,2.357
2002/3/1,2.359
2002/3/2,#N/A
2002/3/3,#N/A
2002/3/4,2.488
2002/3/5,2.467
2002/3/6,2.566
2002/3/7,2.756
2002/3/8,2.8
2002/3/9,#N/A
2002/3/10,#N/A
2002/3/11,3.021
2002/3/12,3.018
2002/3/13,2.87
2002/3/14,2.924
2002/3/15,3.076
2002/3/16,#N/A
2002/3/17,#N/A
2002/3/18,3.305
2002/3/19,3.256
2002/3/20,3.111
2002/3/21,3.431
2002/3/22,3.326
2002/3/23,#N/A
2002/3/24,#N/A
2002/3/25,3.457
2002/3/26,3.472
2002/3/27,3.29
2002/3/28,3.283
2002/3/29,#N/A
2002/3/30,#N/A
2002/3/31,#N/A
2002/4/1,3.531
2002/4/2,3.654
2002/4/3,3.506
2002/4/4,3.333
2002/4/5,3.275
2002/4/6,#N/A
2002/4/7,#N/A
2002/4/8,3.327
2002/4/9,3.201
2002/4/10,3.184
2002/4/11,3.103
2002/4/12,3.125
2002/4/13,#N/A
2002/4/14,#N/A
2002/4/15,3.43
2002/4/16,3.294
2002/4/17,3.477
2002/4/18,3.485
2002/4/19,3.527
2002/4/20,#N/A
2002/4/21,#N/A
2002/4/22,3.596
2002/4/23,3.591
2002/4/24,3.419
2002/4/25,3.295
2002/4/26,3.319
2002/4/27,#N/A
2002/4/28,#N/A
2002/4/29,3.561
2002/4/30,3.795
2002/5/1,3.735
2002/5/2,3.684
2002/5/3,3.745
2002/5/4,#N/A
2002/5/5,#N/A
2002/5/6,3.595
2002/5/7,3.673
2002/5/8,3.746
2002/5/9,3.719
2002/5/10,3.749
2002/5/11,#N/A
2002/5/12,#N/A
2002/5/13,3.783
2002/5/14,3.855
2002/5/15,3.64
2002/5/16,3.609
2002/5/17,3.598
2002/5/18,#N/A
2002/5/19,#N/A
2002/5/20,3.49
2002/5/21,3.395
2002/5/22,3.459
2002/5/23,3.438
2002/5/24,3.347
2002/5/25,#N/A
2002/5/26,#N/A
2002/5/27,#N/A
2002/5/28,3.28
2002/5/29,3.42
2002/5/30,3.222
2002/5/31,3.217
2002/6/1,#N/A
2002/6/2,#N/A
2002/6/3,3.242
2002/6/4,3.328
2002/6/5,3.26
2002/6/6,3.182
2002/6/7,3.204
2002/6/8,#N/A
2002/6/9,#N/A
2002/6/10,3.135
2002/6/11,3.132
2002/6/12,3.057
2002/6/13,3.211
2002/6/14,3.342
2002/6/15,#N/A
2002/6/16,#N/A
2002/6/17,3.377
2002/6/18,3.312
2002/6/19,3.314
2002/6/20,3.216
2002/6/21,3.237
2002/6/22,#N/A
2002/6/23,#N/A
2002/6/24,3.43
2002/6/25,3.449
2002/6/26,3.278
2002/6/27,3.236
2002/6/28,3.245
2002/6/29,#N/A
2002/6/30,#N/A
2002/7/1,3.192
2002/7/2,3.145
2002/7/3,3.142
2002/7/4,#N/A
2002/7/5,#N/A
2002/7/6,#N/A
2002/7/7,#N/A
2002/7/8,2.939
2002/7/9,2.991
2002/7/10,2.864
2002/7/11,2.83
2002/7/12,2.787
2002/7/13,#N/A
2002/7/14,#N/A
2002/7/15,2.784
2002/7/16,2.863
2002/7/17,2.841
2002/7/18,2.943
2002/7/19,2.933
2002/7/20,#N/A
2002/7/21,#N/A
2002/7/22,2.947
2002/7/23,2.889
2002/7/24,3.042
2002/7/25,2.902
2002/7/26,2.936
2002/7/27,#N/A
2002/7/28,#N/A
2002/7/29,2.976
2002/7/30,2.891
2002/7/31,2.954
2002/8/1,2.842
2002/8/2,2.858
2002/8/3,#N/A
2002/8/4,#N/A
2002/8/5,2.678
2002/8/6,2.716
2002/8/7,2.66
2002/8/8,2.745
2002/8/9,2.761
2002/8/10,#N/A
2002/8/11,#N/A
2002/8/12,2.965
2002/8/13,2.975
2002/8/14,2.91
2002/8/15,3.127
2002/8/16,3.149
2002/8/17,#N/A
2002/8/18,#N/A
2002/8/19,3.267
2002/8/20,3.166
2002/8/21,3.274
2002/8/22,3.515
2002/8/23,3.487
2002/8/24,#N/A
2002/8/25,#N/A
2002/8/26,3.617
2002/8/27,3.483
2002/8/28,3.288
2002/8/29,3.25
2002/8/30,3.296
2002/8/31,#N/A
2002/9/1,#N/A
2002/9/2,#N/A
2002/9/3,3.132
